External ID,Number,Amount,Date,Journal,Partner,Reference,Journal Items/Account/Name,Journal Items/Label,Journal Items/Credit,Journal Items/Debit,Journal Items/Date Accounting,Journal Items/Date,Journal Items/Partner/Name
__export__.account_move_1937_7b9b2c42,MISC/2020/0387,210000003,2020-08-07,__export__.account_journal_3_bd951307,,137,Chi phí phải trả khác,,210000003,,,2020-08-07,
,,,,,,,Chi phí nhân viên,,,80000001,,2020-08-07,
,,,,,,,Chi phí nhân viên phân xưởng,,,70000001,,2020-08-07,
,,,,,,,Chi phí nhân viên quản lý,,,60000001,,2020-08-07,
__export__.account_move_1829_5ccb9492,MISC/2020/0279,5000000,2020-08-07,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,29 Lãi cho vay,Doanh thu hoạt động tài chính,Lãi cho vay,5000000,,,2020-08-07,
,,,,,,,Phải thu khác,Lãi cho vay,,5000000,,2020-08-07,Other customer 1
__export__.account_move_358_58d750de,MISC/2020/0132,29000000,2020-08-07,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,,Bảo hiểm y tế,,29000000,,,2020-08-07,BHXH
,,,,,,,Chi phí nhân viên,,,11000000,,2020-08-07,
,,,,,,,Chi phí nhân viên phân xưởng,,,8000000,,2020-08-07,
,,,,,,,Chi phí nhân viên quản lý,,,10000000,,2020-08-07,
__export__.account_move_250_009527aa,MISC/2020/0133,5000000,2020-08-07,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,,Doanh thu hoạt động tài chính,,5000000,,,2020-08-07,
,,,,,,,Phải thu khác,,,5000000,,2020-08-07,Other customer 1
__export__.account_move_1936_5bc8c4cd,MISC/2020/0386,32000004,2020-08-06,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,136,Kinh phí công đoàn,,2000001,,,2020-08-06,BHXH
,,,,,,,Bảo hiểm thất nghiệp,,5000001,,,2020-08-06,BHXH
,,,,,,,Bảo hiểm y tế,,10000001,,,2020-08-06,BHXH
,,,,,,,Bảo hiểm xã hội,,15000001,,,2020-08-06,BHXH
,,,,,,,Phải trả công nhân viên,,,32000004,,2020-08-06,
__export__.account_move_1828_91e8a379,MISC/2020/0278,50000000,2020-08-06,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,28,Bank,,50000000,,,2020-08-06,
,,,,,,,Phải thu khác,,,50000000,,2020-08-06,Other customer 1
__export__.account_move_357_df155897,MISC/2020/0134,150000000,2020-08-06,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,,Bảo hiểm xã hội,,150000000,,,2020-08-06,BHXH
,,,,,,,Chi phí nhân viên,,,60000000,,2020-08-06,
,,,,,,,Chi phí nhân viên phân xưởng,,,40000000,,2020-08-06,
,,,,,,,Chi phí nhân viên quản lý,,,50000000,,2020-08-06,
__export__.account_move_249_48a66bcd,MISC/2020/0135,50000000,2020-08-06,__export__.account_journal_3_bd951307,__export__.res_partner_81_72e86709,,Bank,,50000000,,,2020-08-06,
,,,,,,,Phải thu khác,,,50000000,,2020-08-06,Other customer 1
__export__.account_move_1935_53bb8951,MISC/2020/0385,25000002,2020-08-05,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,135,Kinh phí công đoàn,,25000002,,,2020-08-05,BHXH
,,,,,,,Chi phí nhân viên,,,5000001,,2020-08-05,
,,,,,,,Chi phí nhân viên phân xưởng,,,20000001,,2020-08-05,
,,,,,,,Chi phí nhân viên quản lý,,,,,2020-08-05,
__export__.account_move_1827_92c4532d,MISC/2020/0277,3500000,2020-08-05,__export__.account_journal_3_bd951307,__export__.res_partner_104_8ba18e6b,27,Tiền Việt Nam,,3500000,,,2020-08-05,
,,,,,,,Tạm ứng,,,3500000,,2020-08-05,Employee 1
__export__.account_move_356_aff5e07f,MISC/2020/0136,520000000,2020-08-05,__export__.account_journal_3_bd951307,,,Phải trả công nhân viên,,520000000,,,2020-08-05,
,,,,,,,Chi phí nhân viên,,,150000000,,2020-08-05,
,,,,,,,Chi phí nhân viên phân xưởng,,,200000000,,2020-08-05,
,,,,,,,Chi phí nhân viên quản lý,,,170000000,,2020-08-05,
__export__.account_move_248_ceb27a68,MISC/2020/0137,3500000,2020-08-05,__export__.account_journal_3_bd951307,__export__.res_partner_104_8ba18e6b,,Tiền Việt Nam,,3500000,,,2020-08-05,
,,,,,,,Tạm ứng,,,3500000,,2020-08-05,Employee 1
__export__.account_move_1934_142b7011,MISC/2020/0384,9,2020-08-04,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,134,Bảo hiểm thất nghiệp,,9,,,2020-08-04,BHXH
,,,,,,,Chi phí nhân viên,,,1,,2020-08-04,
,,,,,,,Chi phí nhân viên phân xưởng,,,3,,2020-08-04,
,,,,,,,Chi phí nhân viên quản lý,,,5,,2020-08-04,
__export__.account_move_1826_617b5ec7,MISC/2020/0276,990,2020-08-04,__export__.account_journal_3_bd951307,,26,Tài sản thiếu chờ xử lý,,990,,,2020-08-04,
,,,,,,,Phải trả công nhân viên,,,990,,2020-08-04,
__export__.account_move_355_edad36f1,MISC/2020/0138,15000000,2020-08-04,__export__.account_journal_3_bd951307,,,Bank,,15000000,,,2020-08-04,
,,,,,,,Thuế tài nguyên,,,15000000,,2020-08-04,
__export__.account_move_247_31645577,MISC/2020/0139,1800000,2020-08-04,__export__.account_journal_3_bd951307,,,Tài sản thiếu chờ xử lý,,1800000,,,2020-08-04,
,,,,,,,Phải trả công nhân viên,,,1800000,,2020-08-04,
__export__.account_move_1933_42866740,MISC/2020/0383,23,2020-08-03,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,133,Bảo hiểm y tế,,23,,,2020-08-03,BHXH
,,,,,,,Chi phí nhân viên,,,11,,2020-08-03,
,,,,,,,Chi phí nhân viên phân xưởng,,,2,,2020-08-03,
,,,,,,,Chi phí nhân viên quản lý,,,10,,2020-08-03,
__export__.account_move_1825_697c738d,MISC/2020/0275,999,2020-08-03,__export__.account_journal_3_bd951307,,25,Giá mua hàng hóa,,999,,,2020-08-03,
,,,,,,,Tài sản thiếu chờ xử lý,,,999,,2020-08-03,
__export__.account_move_354_bf1d80f5,MISC/2020/0140,40000000,2020-08-03,__export__.account_journal_3_bd951307,,,Thuế tài nguyên,,40000000,,,2020-08-03,
,,,,,,,Chi phí bằng tiền khác,,,40000000,,2020-08-03,
__export__.account_move_246_3e57b517,MISC/2020/0141,2000000,2020-08-03,__export__.account_journal_3_bd951307,,,Giá mua hàng hóa,,2000000,,,2020-08-03,
,,,,,,,Tài sản thiếu chờ xử lý,,,2000000,,2020-08-03,
__export__.account_move_1932_8e88d51c,MISC/2020/0382,150000003,2020-08-02,__export__.account_journal_3_bd951307,__export__.res_partner_103_10c4155a,132,Bảo hiểm xã hội,,150000003,,,2020-08-02,BHXH
,,,,,,,Chi phí nhân viên,,,60000001,,2020-08-02,
,,,,,,,Chi phí nhân viên phân xưởng,,,40000001,,2020-08-02,
,,,,,,,Chi phí nhân viên quản lý,,,50000001,,2020-08-02,
__export__.account_move_1824_f8da0de0,MISC/2020/0274,302,2020-08-02,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,24,Quỹ khen thưởng,,302,,,2020-08-02,
,,,,,,,Phải thu nội bộ khác,,,302,,2020-08-02,Subsidiary 1
__export__.account_move_353_290f3569,MISC/2020/0142,20000000,2020-08-02,__export__.account_journal_3_bd951307,,,Bank,,20000000,,,2020-08-02,
,,,,,,,Thuế thu nhập cá nhân,,,20000000,,2020-08-02,
__export__.account_move_245_c18ea3a7,MISC/2020/0143,100000000,2020-08-02,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,,Quỹ khen thưởng,,100000000,,,2020-08-02,
,,,,,,,Phải thu nội bộ khác,,,100000000,,2020-08-02,Subsidiary 1
__export__.account_move_1931_2a6151f9,MISC/2020/0381,1870000003,2020-08-01,__export__.account_journal_3_bd951307,,131,Phải trả công nhân viên,,1870000003,,,2020-08-01,
,,,,,,,Chi phí nhân viên,,,1500000001,,2020-08-01,
,,,,,,,Chi phí nhân viên phân xưởng,,,200000001,,2020-08-01,
,,,,,,,Chi phí nhân viên quản lý,,,170000001,,2020-08-01,
__export__.account_move_1823_9601c53e,MISC/2020/0273,10000000,2020-08-01,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,23,Vốn kinh doanh ở đơn vị trực thuộc,,10000000,,,2020-08-01,Subsidiary 1
,,,,,,,Tiền Việt Nam,,,10000000,,2020-08-01,
__export__.account_move_352_4f8bd368,MISC/2020/0144,30000000,2020-08-01,__export__.account_journal_3_bd951307,,,Thuế thu nhập cá nhân,,30000000,,,2020-08-01,
,,,,,,,Phải trả công nhân viên,,,30000000,,2020-08-01,
__export__.account_move_244_aab96f81,MISC/2020/0145,10000000,2020-08-01,__export__.account_journal_3_bd951307,__export__.res_partner_83_e2bc25c6,,Vốn kinh doanh ở đơn vị trực thuộc,,10000000,,,2020-08-01,Subsidiary 1
,,,,,,,Tiền Việt Nam,,,10000000,,2020-08-01,
__export__.account_move_2491_42b1c4a9,CLOSE/2020/0155,109,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (811),Chi phí khác,Closing balance for revenue and other incomes (811),109,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (811),,109,,2020-07-31,
__export__.account_move_2490_e4c021d0,CLOSE/2020/0154,520,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (711),Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (711),520,,,2020-07-31,
,,,,,,,Thu nhập khác,Closing balance for revenue and other incomes (711),,520,,2020-07-31,
__export__.account_move_2489_fdd9e74e,CLOSE/2020/0153,102000001,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (515),Xác định kết quả kinh doanh,Closing balance for revenue (515),102000001,,,2020-07-31,
,,,,,,,Doanh thu hoạt động tài chính,Closing balance for revenue (515),,102000001,,2020-07-31,
__export__.account_move_2488_bb143243,CLOSE/2020/0152,200000700,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (511),Xác định kết quả kinh doanh,Closing balance for revenue (511),700,,,2020-07-31,
,,,,,,,Doanh thu kinh doanh bất động sản đầu tư,Closing balance for revenue (511),,700,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),200000000,,,2020-07-31,
,,,,,,,Doanh thu cung cấp dịch vụ,Closing balance for revenue (511),,200000000,,2020-07-31,
__export__.account_move_2487_967ca11b,CLOSE/2020/0151,1000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue deduction,Chiết khấu thương mại,Closing balance for revenue deduction,1000000,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue deduction,,1000000,,2020-07-31,
__export__.account_move_2486_cd29e2ca,CLOSE/2020/0150,20000412,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (642x),Chi phí dịch vụ mua ngoài,Closing balance for  expense (642x),20000000,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (642x),,20000000,,2020-07-31,
,,,,,,,Chi phí khấu hao tài sản cố định,Closing balance for  expense (642x),412,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (642x),,412,,2020-07-31,
__export__.account_move_2485_2952f491,CLOSE/2020/0149,100,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (641x),Chi phí khấu hao TSCĐ,Closing balance for  expense (641x),100,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (641x),,100,,2020-07-31,
__export__.account_move_2484_08ca6f79,CLOSE/2020/0148,1000001,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (6351),Chi phí lãi vay,Closing balance for  expense (6351),1000001,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (6351),,1000001,,2020-07-31,
__export__.account_move_2483_5a8eaaeb,CLOSE/2020/0147,406,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (632x),Giá vốn hàng bán,Closing balance for  expense (632x),406,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (632x),,406,,2020-07-31,
__export__.account_move_2454_76160ed7,CLOSE/2020/0120,8,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (8212),Chi phí thuế TNDN hoãn lại,Closing balance for revenue and other incomes (8212),,8,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (8212),8,,,2020-07-31,
__export__.account_move_2453_54e5c325,CLOSE/2020/0119,45000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (8211),Chi phí thuế TNDN hiện hành,Closing balance for revenue and other incomes (8211),45000000,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (8211),,45000000,,2020-07-31,
__export__.account_move_2452_43190510,CLOSE/2020/0118,109,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (811),Chi phí khác,Closing balance for revenue and other incomes (811),,109,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (811),109,,,2020-07-31,
__export__.account_move_2451_a5481494,CLOSE/2020/0117,520,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue and other incomes (711),Xác định kết quả kinh doanh,Closing balance for revenue and other incomes (711),,520,,2020-07-31,
,,,,,,,Thu nhập khác,Closing balance for revenue and other incomes (711),520,,,2020-07-31,
__export__.account_move_2450_f26fa7e0,CLOSE/2020/0116,101999985,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (515),Xác định kết quả kinh doanh,Closing balance for revenue (515),,101999985,,2020-07-31,
,,,,,,,Doanh thu hoạt động tài chính,Closing balance for revenue (515),101999985,,,2020-07-31,
__export__.account_move_2449_96b9d0e0,CLOSE/2020/0115,220000700,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue (511),Xác định kết quả kinh doanh,Closing balance for revenue (511),,700,,2020-07-31,
,,,,,,,Doanh thu kinh doanh bất động sản đầu tư,Closing balance for revenue (511),700,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),,200000000,,2020-07-31,
,,,,,,,Doanh thu cung cấp dịch vụ,Closing balance for revenue (511),200000000,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue (511),20000000,,,2020-07-31,
,,,,,,,Doanh thu bán hàng hóa,Closing balance for revenue (511),,20000000,,2020-07-31,
__export__.account_move_2448_6cbbb951,CLOSE/2020/0114,1000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for revenue deduction,Chiết khấu thương mại,Closing balance for revenue deduction,,1000000,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for revenue deduction,1000000,,,2020-07-31,
__export__.account_move_2447_f5f5b064,CLOSE/2020/0113,30000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (642x),Chi phí bằng tiền khác,Closing balance for  expense (642x),30000000,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (642x),,30000000,,2020-07-31,
__export__.account_move_2446_d1f043f9,CLOSE/2020/0112,100,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (641x),Chi phí khấu hao TSCĐ,Closing balance for  expense (641x),,100,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (641x),100,,,2020-07-31,
__export__.account_move_2445_282315f0,CLOSE/2020/0111,1000001,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (6351),Chi phí lãi vay,Closing balance for  expense (6351),1000001,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (6351),,1000001,,2020-07-31,
__export__.account_move_2444_5bc81cc4,CLOSE/2020/0110,390000008,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (635x),Chi phí tài chính khác,Closing balance for  expense (635x),390000008,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (635x),,390000008,,2020-07-31,
__export__.account_move_2443_24b13d5e,CLOSE/2020/0109,35000224,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Closing balance for  expense (632x),Giá vốn hàng bán,Closing balance for  expense (632x),35000224,,,2020-07-31,
,,,,,,,Xác định kết quả kinh doanh,Closing balance for  expense (632x),,35000224,,2020-07-31,
__export__.account_move_2282_f1860249,CLOSE/2020/0031,8,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,8,,,2020-07-31,
,,,,,,,Chi phí thuế TNDN hoãn lại,,,8,,2020-07-31,
__export__.account_move_2281_6f4557cc,CLOSE/2020/0032,45000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,45000000,,2020-07-31,
,,,,,,,Chi phí thuế TNDN hiện hành,,45000000,,,2020-07-31,
__export__.account_move_2280_58e2e2ba,CLOSE/2020/0033,390000008,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,390000008,,2020-07-31,
,,,,,,,Chi phí tài chính khác,,390000008,,,2020-07-31,
__export__.account_move_2279_45b2e30b,CLOSE/2020/0034,1000001,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,1000001,,2020-07-31,
,,,,,,,Chi phí lãi vay,,1000001,,,2020-07-31,
__export__.account_move_2278_6174fb8f,CLOSE/2020/0035,30000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,30000000,,2020-07-31,
,,,,,,,Chi phí bằng tiền khác,,30000000,,,2020-07-31,
__export__.account_move_2277_1408b608,CLOSE/2020/0036,35000630,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,,35000630,,2020-07-31,
,,,,,,,Giá vốn hàng bán,,35000630,,,2020-07-31,
__export__.account_move_2276_11368b31,CLOSE/2020/0037,20000000,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,20000000,,,2020-07-31,
,,,,,,,Doanh thu bán hàng hóa,,,20000000,,2020-07-31,
__export__.account_move_2275_2bc4f7b2,CLOSE/2020/0038,16,2020-07-31,vn_accounting.record_account_journal_closing_balance,,Manual,Xác định kết quả kinh doanh,,16,,,2020-07-31,
,,,,,,,Doanh thu hoạt động tài chính,,,16,,2020-07-31,
__export__.account_move_1930_a386442a,MISC/2020/0380,15000001,2020-07-31,__export__.account_journal_3_bd951307,,130,Bank,,15000001,,,2020-07-31,
,,,,,,,Thuế tài nguyên,,,15000001,,2020-07-31,
__export__.account_move_351_a5fc39d7,MISC/2020/0146,50000000,2020-07-31,__export__.account_journal_3_bd951307,,,Thuế thu nhập doanh nghiệp,,50000000,,,2020-07-31,
,,,,,,,Chi phí thuế TNDN hiện hành,,,50000000,,2020-07-31,
__export__.account_move_1929_d04ebe69,MISC/2020/0379,40000000,2020-07-30,__export__.account_journal_3_bd951307,,129,Thuế tài nguyên,,40000000,,,2020-07-30,
,,,,,,,Chi phí bằng tiền khác,,,40000000,,2020-07-30,
__export__.account_move_350_1bc503a3,MISC/2020/0147,10000000,2020-07-30,__export__.account_journal_3_bd951307,,,Giá vốn hàng bán,,10000000,,,2020-07-30,
,,,,,,,"Thuế xuất, nhập khẩu",,,10000000,,2020-07-30,
__export__.account_move_1928_da1bd4c7,MISC/2020/0378,20000001,2020-07-29,__export__.account_journal_3_bd951307,,128,Bank,,20000001,,,2020-07-29,
,,,,,,,Thuế thu nhập cá nhân,,,20000001,,2020-07-29,
__export__.account_move_349_ba133a9d,MISC/2020/0148,75000000,2020-07-29,__export__.account_journal_3_bd951307,,,Bank,,75000000,,,2020-07-29,
,,,,,,,Thuế GTGT hàng nhập khẩu,,,10000000,,2020-07-29,
,,,,,,,Các loại thuế môi trường,,,5000000,,2020-07-29,
,,,,,,,"Thuế xuất, nhập khẩu",,,20000000,,2020-07-29,
,,,,,,,Thuế tiêu thụ đặc biệt,,,40000000,,2020-07-29,
__export__.account_move_348_154457a5,MISC/2020/0149,15000000,2020-07-29,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,,Doanh thu hoạt động tài chính,,15000000,,,2020-07-29,
,,,,,,,Phải trả người bán,,,15000000,,2020-07-29,Vendor 9
__export__.account_move_1927_dfdb086f,MISC/2020/0377,30000001,2020-07-28,__export__.account_journal_3_bd951307,,127,Thuế thu nhập cá nhân,,30000001,,,2020-07-28,
,,,,,,,Phải trả công nhân viên,,,30000001,,2020-07-28,
__export__.account_move_347_0f0a6a71,MISC/2020/0150,88000000,2020-07-28,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,,Phải trả người bán,,88000000,,,2020-07-28,Vendor 9
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,8000000,,2020-07-28,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,80000000,,2020-07-28,
__export__.account_move_1926_819b8c49,MISC/2020/0376,45000000,2020-07-27,__export__.account_journal_3_bd951307,,126,Thuế thu nhập doanh nghiệp,,45000000,,,2020-07-27,
,,,,,,,Chi phí thuế TNDN hiện hành,,,45000000,,2020-07-27,
__export__.account_move_346_3b87b38a,MISC/2020/0151,80000000,2020-07-27,__export__.account_journal_3_bd951307,,,Thuế GTGT hàng nhập khẩu,,80000000,,,2020-07-27,
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,80000000,,2020-07-27,
__export__.account_move_1925_145a27c2,MISC/2020/0375,3,2020-07-26,__export__.account_journal_3_bd951307,,125,Giá vốn hàng bán,,3,,,2020-07-26,
,,,,,,,"Thuế xuất, nhập khẩu",,,3,,2020-07-26,
__export__.account_move_345_f378b55d,MISC/2020/0152,300000000,2020-07-26,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,,Phải trả người bán,,200000000,,,2020-07-26,Vendor 9
,,,,,,,Các loại thuế môi trường,,20000000,,,2020-07-26,
,,,,,,,"Thuế xuất, nhập khẩu",,30000000,,,2020-07-26,
,,,,,,,Thuế tiêu thụ đặc biệt,,50000000,,,2020-07-26,
,,,,,,,"Nguyên liệu, vật liệu",,,300000000,,2020-07-26,
__export__.account_move_1924_425ef737,MISC/2020/0374,75000004,2020-07-25,__export__.account_journal_3_bd951307,,124,Bank,,75000004,,,2020-07-25,
,,,,,,,Thuế GTGT hàng nhập khẩu,,,10000001,,2020-07-25,
,,,,,,,Các loại thuế môi trường,,,5000001,,2020-07-25,
,,,,,,,"Thuế xuất, nhập khẩu",,,20000001,,2020-07-25,
,,,,,,,Thuế tiêu thụ đặc biệt,,,40000001,,2020-07-25,
__export__.account_move_1923_b4b572bd,MISC/2020/0373,15,2020-07-25,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,123,Doanh thu hoạt động tài chính,Chiết khấu thanh toán,15,,,2020-07-25,
,,,,,,,Phải trả người bán,,,15,,2020-07-25,Vendor 9
__export__.account_move_344_d35b9490,MISC/2020/0153,80000000,2020-07-25,__export__.account_journal_3_bd951307,__export__.res_partner_110_d7d7455a,,Bank,,80000000,,,2020-07-25,
,,,,,,,"Cầm cố, thế chấp, ký quỹ, ký cược",,,80000000,,2020-07-25,Vendor 1
__export__.account_move_1922_5f3f4d77,MISC/2020/0372,88,2020-07-24,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,122,Phải trả người bán,,88,,,2020-07-24,Vendor 9
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,8,,2020-07-24,
,,,,,,,"Chi phí sản xuất, kinh doanh dở dang ngắn hạn",,,80,,2020-07-24,
__export__.account_move_343_01cc0f52,MISC/2020/0154,8000000,2020-07-24,__export__.account_journal_3_bd951307,,,Tài sản thuế thu nhập hoãn lại,,8000000,,,2020-07-24,
,,,,,,,Chi phí thuế TNDN hoãn lại,,,8000000,,2020-07-24,
__export__.account_move_1921_bb10482d,MISC/2020/0371,80000001,2020-07-23,__export__.account_journal_3_bd951307,,121,Thuế GTGT hàng nhập khẩu,,80000001,,,2020-07-23,
,,,,,,,"Thuế GTGT được khấu trừ của hàng hóa, dịch vụ",,,80000001,,2020-07-23,
__export__.account_move_342_0a147d48,MISC/2020/0155,5000000,2020-07-23,__export__.account_journal_3_bd951307,,,Chi phí thuế TNDN hoãn lại,,5000000,,,2020-07-23,
,,,,,,,Tài sản thuế thu nhập hoãn lại,,,5000000,,2020-07-23,
__export__.account_move_1920_57eff37e,MISC/2020/0370,300000001,2020-07-22,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,120,Phải trả người bán,,200000001,,,2020-07-22,Vendor 9
,,,,,,,Các loại thuế môi trường,,20000000,,,2020-07-22,
,,,,,,,"Thuế xuất, nhập khẩu",,30000000,,,2020-07-22,
,,,,,,,Thuế tiêu thụ đặc biệt,,50000000,,,2020-07-22,
,,,,,,,"Nguyên liệu, vật liệu",,,300000001,,2020-07-22,
__export__.account_move_341_aba9367d,MISC/2020/0156,1000000,2020-07-22,__export__.account_journal_3_bd951307,,,Chi phí trả trước dài hạn,,1000000,,,2020-07-22,
,,,,,,,Chi phí lãi vay,,,1000000,,2020-07-22,
__export__.account_move_1919_1118996f,MISC/2020/0369,80000001,2020-07-21,__export__.account_journal_3_bd951307,__export__.res_partner_110_d7d7455a,119,Bank,,80000001,,,2020-07-21,
,,,,,,,"Cầm cố, thế chấp, ký quỹ, ký cược",,,80000001,,2020-07-21,Vendor 1
__export__.account_move_340_05b6aac4,MISC/2020/0157,120000000,2020-07-21,__export__.account_journal_3_bd951307,__export__.res_partner_119_dcd586fb,,Phải trả người bán,,120000000,,,2020-07-21,Vendor 9
,,,,,,,Thuế GTGT được khấu trừ của TSCĐ,,,10000000,,2020-07-21,
,,,,,,,"Nhà cửa, vật kiến trúc",,,100000000,,2020-07-21,
,,,,,,,Chi phí trả trước dài hạn,,,10000000,,2020-07-21,
__export__.account_move_1918_f9bb41ed,MISC/2020/0368,1,2020-07-20,__export__.account_journal_3_bd951307,,118,Tài sản thuế thu nhập hoãn lại,,1,,,2020-07-20,
,,,,,,,Chi phí thuế TNDN hoãn lại,,,1,,2020-07-20,
__export__.account_move_339_1ad87f5d,MISC/2020/0158,45000000,2020-07-20,__export__.account_journal_3_bd951307,,,Sửa chữa lớn TSCĐ,,45000000,,,2020-07-20,
,,,,,,,"Thiết bị, dụng cụ quản lý",,,45000000,,2020-07-20,
__export__.account_move_1917_f01ec939,MISC/2020/0367,9,2020-07-19,__export__.account_journal_3_bd951307,,117,Chi phí thuế TNDN hoãn lại,,9,,,2020-07-19,
,,,,,,,Tài sản thuế thu nhập hoãn lại,,,9,,2020-07-19,
__export__.account_move_338_de4ea19a,MISC/2020/0159,45000000,2020-07-19,__export__.account_journal_3_bd951307,__export__.res_partner_118_787a6d32,,Doanh thu hoạt động tài chính,,1000000,,,2020-07-19,
,,,,,,,Ngoại tệ,,44000000,,,2020-07-19,
,,,,,,,Phải trả người bán,,,45000000,,2020-07-19,Vendor 8
__export__.account_move_1916_56ccc5e6,MISC/2020/0366,1000001,2020-07-18,__export__.account_journal_3_bd951307,,116 Lãi trả chậm,Chi phí trả trước dài hạn,,1000001,,,2020-07-18,
,,,,,,,Chi phí lãi vay,Lãi trả chậm,,1000001,,2020-07-18,
